length,gc_content,blast_score,bit_score
2538,0.3739164696611505,0.0,0.0
2558,0.3534010946051603,0.0,0.0
1677,0.39594514013118665,0.0,0.0
1682,0.3222354340071344,0.0,0.0
1619,0.2291537986411365,0.0,0.0
1650,0.29333333333333333,0.0,0.0
1658,0.379372738238842,0.0,0.0
1644,0.34124087591240876,0.0,0.0
1632,0.3247549019607843,0.0,0.0
1620,0.4030864197530864,0.0,0.0
1702,0.399529964747356,0.0,0.0
1622,0.42355117139334153,0.0,0.0
1618,0.357849196538937,0.0,0.0
1658,0.3455971049457177,0.0,0.0
1756,0.3542141230068337,0.0,0.0
1720,0.34651162790697676,0.0,0.0
1719,0.31180919139034324,0.0,0.0
1761,0.35718341851220897,0.0,0.0
1774,0.370913190529876,0.0,0.0
1758,0.3839590443686007,0.0,0.0
1632,0.3235294117647059,0.0,0.0
1725,0.36579710144927535,0.0,0.0
1657,0.3264936632468316,0.0,0.0
1662,0.31708784596871237,0.0,0.0
1682,0.4179548156956005,0.0,0.0
1685,0.3893175074183976,0.0,0.0
1712,0.39602803738317754,0.0,0.0
1809,0.41514648977335544,0.0,0.0
1808,0.375,0.0,0.0
1649,0.37295330503335355,0.0,0.0
1849,0.35370470524607894,0.0,0.0
1789,0.3219675796534377,0.0,0.0
1711,0.3185271770894214,0.0,0.0
1703,0.3264826776277158,0.0,0.0
1672,0.3397129186602871,0.0,0.0
1828,0.3293216630196937,0.0,0.0
1817,0.3632361034672537,0.0,0.0
1651,0.39067231980617806,0.0,0.0
1659,0.38034960819770947,0.0,0.0
1665,0.36936936936936937,0.0,0.0
1664,0.37560096153846156,0.0,0.0
1668,0.36930455635491605,0.0,0.0
1637,0.37263286499694565,0.0,0.0
1649,0.36628259551243175,0.0,0.0
1660,0.3891566265060241,0.0,0.0
1665,0.35855855855855856,0.0,0.0
1646,0.3292831105710814,0.0,0.0
1663,0.3361395069152135,0.0,0.0
1638,0.3485958485958486,0.0,0.0
1676,0.3341288782816229,0.0,0.0
1634,0.3463892288861689,0.0,0.0
1670,0.3413173652694611,0.0,0.0
1648,0.3483009708737864,0.0,0.0
1636,0.34902200488997553,0.0,0.0
1637,0.42638973732437385,0.0,0.0
1661,0.34617700180614086,0.0,0.0
1634,0.3164014687882497,0.0,0.0
1630,0.3343558282208589,0.0,0.0
1638,0.3485958485958486,0.0,0.0
1643,0.3286670724284845,0.0,0.0
1639,0.2843197071384991,0.0,0.0
1639,0.27760829774252593,0.0,0.0
1632,0.27450980392156865,0.0,0.0
1631,0.2832618025751073,0.0,0.0
1653,0.279491833030853,0.0,0.0
1629,0.3063228974831185,0.0,0.0
1641,0.2845825716026813,0.0,0.0
1637,0.3414783139890043,0.0,0.0
1628,0.3108108108108108,0.0,0.0
1644,0.32116788321167883,0.0,0.0
1629,0.3689379987722529,0.0,0.0
1637,0.3304825901038485,0.0,0.0
1630,0.3276073619631902,0.0,0.0
1637,0.32254123396456935,0.0,0.0
1635,0.32782874617737,0.0,0.0
1636,0.30440097799511,0.0,0.0
1632,0.32230392156862747,0.0,0.0
1653,0.3139745916515426,0.0,0.0
1649,0.312310491206792,0.0,0.0
1637,0.34392180818570556,0.0,0.0
1649,0.34627046694966646,0.0,0.0
1631,0.3034947884733292,0.0,0.0
1629,0.34868017188459177,0.0,0.0
1640,0.32865853658536587,0.0,0.0
1638,0.36568986568986567,0.0,0.0
1625,0.30030769230769233,0.0,0.0
1639,0.31299572910311163,0.0,0.0
1631,0.31453096259963215,0.0,0.0
1642,0.3160779537149817,0.0,0.0
1629,0.283609576427256,0.0,0.0
1630,0.28343558282208586,0.0,0.0
1650,0.2896969696969697,0.0,0.0
1650,0.3290909090909091,0.0,0.0
1647,0.3145112325440194,0.0,0.0
1660,0.28072289156626506,0.0,0.0
1631,0.2893930104230533,0.0,0.0
1632,0.28799019607843135,0.0,0.0
1643,0.2945830797321972,0.0,0.0
1635,0.29724770642201837,0.0,0.0
1633,0.288426209430496,0.0,0.0
1631,0.2832618025751073,0.0,0.0
1634,0.29865361077111385,0.0,0.0
1639,0.3062843197071385,0.0,0.0
1627,0.29440688383527963,0.0,0.0
1630,0.3104294478527607,0.0,0.0
1650,0.2884848484848485,0.0,0.0
1639,0.26784624771201954,0.0,0.0
1647,0.3333333333333333,0.0,0.0
1638,0.36507936507936506,0.0,0.0
1624,0.3805418719211823,0.0,0.0
1638,0.39316239316239315,0.0,0.0
1655,0.39274924471299094,0.0,0.0
1632,0.3952205882352941,0.0,0.0
1632,0.39338235294117646,0.0,0.0
1645,0.31063829787234043,0.0,0.0
1640,0.27987804878048783,0.0,0.0
1625,0.3569230769230769,0.0,0.0
1682,0.2794292508917955,0.0,0.0
1633,0.3368034292712799,0.0,0.0
1626,0.36039360393603936,0.0,0.0
1643,0.37370663420572126,0.0,0.0
1651,0.33979406420351305,0.0,0.0
1640,0.35792682926829267,0.0,0.0
1638,0.33943833943833945,0.0,0.0
1631,0.3261802575107296,0.0,0.0
1631,0.3641937461679951,0.0,0.0
1632,0.40625,0.0,0.0
1638,0.3601953601953602,0.0,0.0
1647,0.35458409228901033,0.0,0.0
1652,0.36743341404358354,0.0,0.0
1634,0.3384332925336597,0.0,0.0
1643,0.3377967133292757,0.0,0.0
1637,0.3573610262675626,0.0,0.0
1651,0.32041187159297396,0.0,0.0
1632,0.35723039215686275,0.0,0.0
1643,0.35605599513085817,0.0,0.0
1632,0.35171568627450983,0.0,0.0
1629,0.3787599754450583,0.0,0.0
1638,0.37545787545787546,0.0,0.0
1633,0.37783221065523576,0.0,0.0
1637,0.36163714111178985,0.0,0.0
1644,0.340632603406326,0.0,0.0
1637,0.3488087965791081,0.0,0.0
1636,0.3429095354523227,0.0,0.0
1654,0.3518742442563482,0.0,0.0
1628,0.3501228501228501,0.0,0.0
1633,0.3441518677281078,0.0,0.0
1651,0.3040581465778316,0.0,0.0
1652,0.33595641646489105,0.0,0.0
1633,0.2994488671157379,0.0,0.0
1632,0.3639705882352941,0.0,0.0
1643,0.31284236153377964,0.0,0.0
1644,0.3570559610705596,0.0,0.0
1637,0.3341478313989004,0.0,0.0
1632,0.3131127450980392,0.0,0.0
